117034,95.9,124.83,2.44,2.5,2.46,86.08,93,S2
117034,96,124.87,2.43,2.52,2.46,82.31,88.5,S2
117034,96.1,124.65,2.45,2.5,2.47,85.14,85.5,S2
117034,96.2,124.04,2.4,2.51,2.44,97.54,87,S2
117034,96.3,123.93,2.49,2.49,2.49,74.36,85.5,S2
117034,96.4,123.92,2.56,2.55,2.54,65.47,85.5,S2
117034,96.5,123.98,2.53,2.5,2.52,78.81,85.5,S2
117034,96.6,123.81,2.44,2.5,2.46,73.56,87,S2
117034,96.7,123.79,2.48,2.51,2.48,111.68,87,S2
117034,96.8,123.86,2.44,2.45,2.46,67.36,85.5,S3
117034,96.9,123.9,2.46,2.49,2.47,80.83,84,S3
117034,97,123.85,2.48,2.54,2.49,72.61,84,S3
117034,97.1,123.83,2.4,2.5,2.44,71.67,85.5,S3
117034,97.2,123.8,2.48,2.49,2.49,89.32,85.5,S3
117034,97.3,123.98,2.39,2.51,2.42,79.62,85.5,S3
117034,97.4,123.8,2.44,2.51,2.46,82.18,85.5,S3
117034,97.5,123.65,2.45,2.49,2.47,79.21,85.5,S3
117034,97.6,123.84,2.44,2.48,2.46,74.63,85.5,S3
117034,97.7,123.87,2.49,2.48,2.49,58.2,85.5,S3
117034,97.8,123.85,2.44,2.47,2.46,73.96,85.5,S3
117034,97.9,123.83,2.42,2.5,2.45,89.86,85.5,S3
117034,98,123.83,2.43,2.47,2.45,78.27,85.5,S3
117034,98.1,123.81,2.41,2.46,2.44,64.26,85.5,S3
117034,98.2,123.79,2.38,2.48,2.41,92.55,87,S3
117034,98.3,123.77,2.45,2.46,2.46,72.75,87,S3
117034,98.4,123.75,2.47,2.48,2.48,76.92,85.5,S3
117034,98.5,123.7,2.48,2.5,2.48,61.97,85.5,S3
117034,98.6,123.73,2.44,2.45,2.45,85.14,87,S3
117034,98.7,123.75,2.4,2.52,2.43,91.2,87,S3
117034,98.8,123.67,2.44,2.48,2.45,94.98,85.5,S3
117034,98.9,123.68,2.44,2.46,2.46,85.81,85.5,S3
117034,99,123.76,2.47,2.5,2.48,70.19,85.5,S3
117034,99.1,123.78,2.46,2.53,2.48,83.52,84,S3
117034,99.2,123.64,2.44,2.52,2.46,65.2,84,S3
117034,99.3,123.72,2.46,2.51,2.48,60.35,84,S3
117034,99.4,123.61,2.45,2.5,2.47,67.36,84,S3
117034,99.5,123.6,2.4,2.54,2.44,62.91,84,S3
117034,99.6,123.61,2.41,2.54,2.44,65.88,84,S3
117034,99.7,123.58,2.44,2.52,2.46,67.49,84,S3
117034,99.8,123.56,2.45,2.49,2.47,67.9,84,S2
117034,99.9,123.54,2.4,2.51,2.43,66.82,84,S2
117034,100,123.49,2.46,2.51,2.47,69.11,85.5,S2
117034,100.1,123.57,2.4,2.46,2.43,73.56,87,S2
117034,100.2,123.52,2.4,2.51,2.43,93.22,85.5,S2
117034,100.3,123.52,2.43,2.51,2.45,86.08,85.5,S2
117034,100.4,123.55,2.4,2.5,2.42,70.32,85.5,S2
